Fundo,Modulo,Velocidad,Anio,Semana_de_cosecha,Semana_de_empaque,Fecha_de_cosecha,Etapa, Resultado, Humedad_relativa, Temperatura_minima, Temperatura_maxima, Radiacion_solar_maxima, Radiacion_solar
Inagro,12,46,2021,32,32,10/08/2021,Terminado(PT=125),99,75.38,15.40,26.80,960,5040
Inagro,12,47,2022,23,23,10/06/2022,Campo(C=8),6,80.88,15.94,26.72,817,4860
Inagro,12,47,2022,23,23,10/06/2022,Recepcion(R=30),15,80.88,15.94,26.72,817,4860
Inagro,12,47,2022,23,23,10/06/2022,Terminado(PT=125),91,80.88,15.94,26.72,817,4860
Inagro,12,49,2022,22,22,03/06/2022,Campo(C=8),4,76.33,15.72,28.44,766,4174
Inagro,12,49,2022,22,22,03/06/2022,Recepcion(R=30),26,76.33,15.72,28.44,766,4174
Inagro,12,49,2022,22,22,03/06/2022,Terminado(PT=125),181,76.33,15.72,28.44,766,4174
Inagro,12,49,2022,23,23,09/06/2022,Campo(C=8),5,79.21,15.61,26.94,812,5005
Inagro,12,49,2022,23,23,09/06/2022,Recepcion(R=30),9,79.21,15.61,26.94,812,5005
Inagro,12,49,2022,23,23,09/06/2022,Terminado(PT=125),100,79.21,15.61,26.94,812,5005
Inagro,13,26,2022,19,19,13/05/2022,Campo(C=8),6,79.96,15.80,27.40,885,5340
Inagro,13,26,2022,19,19,13/05/2022,Recepcion(R=30),21,79.96,15.80,27.40,885,5340
Inagro,13,26,2022,19,19,13/05/2022,Terminado(PT=125),176,79.96,15.80,27.40,885,5340
Inagro,13,27,2022,20,20,17/05/2022,Campo(C=8),4,76.04,14.70,31.20,909,5276
Inagro,13,27,2022,20,20,17/05/2022,Recepcion(R=30),30,76.04,14.70,31.20,909,5276
Inagro,13,27,2022,20,20,17/05/2022,Terminado(PT=125),190,76.04,14.70,31.20,909,5276
Inagro,13,27,2022,20,20,20/05/2022,Campo(C=8),4,78.88,15.10,26.40,850,5900
Inagro,13,27,2022,20,20,20/05/2022,Recepcion(R=30),15,78.88,15.10,26.40,850,5900
Inagro,13,27,2022,20,20,20/05/2022,Terminado(PT=125),198,78.88,15.10,26.40,850,5900
Inagro,13,31,2022,19,19,12/05/2022,Campo(C=8),4,80.08,16.00,27.70,921,6006
Inagro,13,31,2022,19,19,12/05/2022,Recepcion(R=30),16,80.08,16.00,27.70,921,6006
Inagro,13,31,2022,19,19,12/05/2022,Terminado(PT=125),191,80.08,16.00,27.70,921,6006
Inagro,13,31,2022,20,20,19/05/2022,Campo(C=8),5,73.46,17.00,29.00,854,5905
Inagro,13,31,2022,20,20,19/05/2022,Recepcion(R=30),32,73.46,17.00,29.00,854,5905
Inagro,13,31,2022,20,20,19/05/2022,Terminado(PT=125),201,73.46,17.00,29.00,854,5905
Inagro,13,31,2022,26,26,29/06/2022,Campo(C=8),4,78.50,11.60,26.20,840,5914
Inagro,13,31,2022,26,26,29/06/2022,Recepcion(R=30),38,78.50,11.60,26.20,840,5914
Inagro,13,31,2022,26,26,29/06/2022,Terminado(PT=125),136,78.50,11.60,26.20,840,5914
Inagro,13,32,2022,19,19,14/05/2022,Campo(C=8),5,78.92,16.10,27.60,599,3797
Inagro,13,32,2022,19,19,14/05/2022,Recepcion(R=30),25,78.92,16.10,27.60,599,3797
Inagro,13,32,2022,19,19,14/05/2022,Terminado(PT=125),224,78.92,16.10,27.60,599,3797
Inagro,13,32,2022,26,26,30/06/2022,Campo(C=8),4,81.54,14.00,26.20,853,5208
Inagro,13,32,2022,26,26,30/06/2022,Recepcion(R=30),43,81.54,14.00,26.20,853,5208
Inagro,13,32,2022,26,26,30/06/2022,Terminado(PT=125),186,81.54,14.00,26.20,853,5208
Inagro,13,32,2022,27,27,05/07/2022,Campo(C=8),3,80.21,13.30,27.60,883,5569
Inagro,13,32,2022,27,27,05/07/2022,Recepcion(R=30),19,80.21,13.30,27.60,883,5569
Inagro,13,32,2022,27,27,05/07/2022,Terminado(PT=125),66,80.21,13.30,27.60,883,5569
Inagro,13,33,2021,17,18,30/04/2021,Campo(C=8),10,76.38,17.20,29.00,903,4448
Inagro,13,33,2021,17,18,30/04/2021,Recepcion(R=30),17,76.38,17.20,29.00,903,4448
Inagro,13,33,2021,17,18,30/04/2021,Terminado(PT=125),95,76.38,17.20,29.00,903,4448
Inagro,13,34,2021,17,17,28/04/2021,Campo(C=8),9,76.63,16.30,31.30,968,6408
Inagro,13,34,2021,17,17,28/04/2021,Recepcion(R=30),15,76.63,16.30,31.30,968,6408
Inagro,13,34,2021,17,17,28/04/2021,Terminado(PT=125),85,76.63,16.30,31.30,968,6408
Inagro,13,35,2021,18,18,03/05/2021,Campo(C=8),12,71.38,19.40,28.70,991,3836
Inagro,13,35,2021,18,18,03/05/2021,Recepcion(R=30),21,71.38,19.40,28.70,991,3836
Inagro,13,35,2021,18,18,03/05/2021,Terminado(PT=125),114,71.38,19.40,28.70,991,3836
Inagro,13,35,2021,18,18,04/05/2021,Campo(C=8),12,74.17,16.50,30.70,901,6385
Inagro,13,35,2021,18,18,04/05/2021,Recepcion(R=30),40,74.17,16.50,30.70,901,6385
Inagro,13,35,2021,18,18,04/05/2021,Terminado(PT=125),98,74.17,16.50,30.70,901,6385
Inagro,13,35,2021,25,25,21/06/2021,Campo(C=8),8,80.88,15.40,26.10,846,4817
Inagro,13,35,2021,25,25,21/06/2021,Recepcion(R=30),22,80.88,15.40,26.10,846,4817
Inagro,13,35,2021,25,25,21/06/2021,Terminado(PT=125),142,80.88,15.40,26.10,846,4817
Inagro,13,35,2021,25,25,22/06/2021,Campo(C=8),8,79.08,17.60,27.80,765,3956
Inagro,13,35,2021,25,25,22/06/2021,Recepcion(R=30),20,79.08,17.60,27.80,765,3956
Inagro,13,35,2021,25,25,22/06/2021,Terminado(PT=125),106,79.08,17.60,27.80,765,3956
Inagro,13,35,2021,25,25,23/06/2021,Campo(C=8),8,80.21,15.80,26.70,842,5269
Inagro,13,35,2021,25,25,23/06/2021,Recepcion(R=30),21,80.21,15.80,26.70,842,5269
Inagro,13,35,2021,25,25,23/06/2021,Terminado(PT=125),112,80.21,15.80,26.70,842,5269
Inagro,13,36,2021,23,24,13/06/2021,Campo(C=8),9,83.46,16.70,27.50,921,4432
Inagro,13,36,2021,23,24,13/06/2021,Recepcion(R=30),11,83.46,16.70,27.50,921,4432
Inagro,13,36,2021,23,24,13/06/2021,Terminado(PT=125),122,83.46,16.70,27.50,921,4432
Inagro,13,36,2022,20,20,18/05/2022,Campo(C=8),5,75.63,15.70,27.60,684,4842
Inagro,13,36,2022,20,20,18/05/2022,Recepcion(R=30),32,75.63,15.70,27.60,684,4842
Inagro,13,36,2022,20,20,18/05/2022,Terminado(PT=125),242,75.63,15.70,27.60,684,4842
Inagro,13,37,2021,17,17,29/04/2021,Campo(C=8),10,74.58,16.40,31.60,912,6586
Inagro,13,37,2021,17,17,29/04/2021,Recepcion(R=30),35,74.58,16.40,31.60,912,6586
Inagro,13,37,2021,17,17,29/04/2021,Terminado(PT=125),88,74.58,16.40,31.60,912,6586
Inagro,13,37,2021,21,21,27/05/2021,Recepcion(R=30),8,86.21,17.60,25.60,759,3023
Inagro,13,37,2021,21,21,27/05/2021,Terminado(PT=125),90,86.21,17.60,25.60,759,3023
Inagro,13,38,2021,24,24,19/06/2021,Campo(C=8),6,77.38,17.00,28.40,899,5633
Inagro,13,38,2021,24,24,19/06/2021,Recepcion(R=30),20,77.38,17.00,28.40,899,5633
Inagro,13,38,2021,24,24,19/06/2021,Terminado(PT=125),140,77.38,17.00,28.40,899,5633
Inagro,13,38,2022,27,27,06/07/2022,Campo(C=8),2,83.29,15.20,23.90,837,3865
Inagro,13,38,2022,27,27,06/07/2022,Recepcion(R=30),33,83.29,15.20,23.90,837,3865
Inagro,13,38,2022,27,27,06/07/2022,Terminado(PT=125),183,83.29,15.20,23.90,837,3865
Inagro,13,38,2022,27,27,09/07/2022,Campo(C=8),5,80.79,15.60,24.20,624,3338
Inagro,13,38,2022,27,27,09/07/2022,Recepcion(R=30),73,80.79,15.60,24.20,624,3338
Inagro,13,38,2022,27,27,09/07/2022,Terminado(PT=125),117,80.79,15.60,24.20,624,3338
Inagro,13,39,2022,20,20,16/05/2022,Campo(C=8),4,80.38,14.90,27.40,866,3363
Inagro,13,39,2022,20,20,16/05/2022,Recepcion(R=30),25,80.38,14.90,27.40,866,3363
Inagro,13,39,2022,20,20,16/05/2022,Terminado(PT=125),193,80.38,14.90,27.40,866,3363
Inagro,13,40,2021,23,23,12/06/2021,Campo(C=8),7,85.71,16.10,22.70,278,2009
Inagro,13,40,2021,23,23,12/06/2021,Recepcion(R=30),11,85.71,16.10,22.70,278,2009
Inagro,13,40,2021,23,23,12/06/2021,Terminado(PT=125),96,85.71,16.10,22.70,278,2009
Inagro,13,40,2021,24,24,14/06/2021,Campo(C=8),7,83.88,16.20,24.20,646,3163
Inagro,13,40,2021,24,24,14/06/2021,Recepcion(R=30),28,83.88,16.20,24.20,646,3163
Inagro,13,40,2021,24,24,14/06/2021,Terminado(PT=125),144,83.88,16.20,24.20,646,3163
Inagro,13,40,2021,24,24,15/06/2021,Campo(C=8),11,75.83,16.70,29.70,896,5567
Inagro,13,40,2021,24,24,15/06/2021,Recepcion(R=30),21,75.83,16.70,29.70,896,5567
Inagro,13,40,2021,24,24,15/06/2021,Terminado(PT=125),125,75.83,16.70,29.70,896,5567
Inagro,13,40,2021,24,24,16/06/2021,Campo(C=8),10,81.46,15.90,28.70,849,5708
Inagro,13,40,2021,24,24,16/06/2021,Recepcion(R=30),22,81.46,15.90,28.70,849,5708
Inagro,13,40,2021,24,24,16/06/2021,Terminado(PT=125),136,81.46,15.90,28.70,849,5708
Inagro,13,40,2021,24,24,17/06/2021,Campo(C=8),11,75.58,16.80,25.60,471,2421
Inagro,13,40,2021,24,24,17/06/2021,Recepcion(R=30),15,75.58,16.80,25.60,471,2421
Inagro,13,40,2021,24,24,17/06/2021,Terminado(PT=125),122,75.58,16.80,25.60,471,2421
Inagro,13,40,2021,24,24,18/06/2021,Campo(C=8),12,84.83,15.80,23.10,438,2278
Inagro,13,40,2021,24,24,18/06/2021,Recepcion(R=30),22,84.83,15.80,23.10,438,2278
Inagro,13,40,2021,24,24,18/06/2021,Terminado(PT=125),145,84.83,15.80,23.10,438,2278
Inagro,13,42,2022,27,27,07/07/2022,Campo(C=8),3,80.42,13.10,25.60,842,5537
Inagro,13,42,2022,27,27,07/07/2022,Recepcion(R=30),35,80.42,13.10,25.60,842,5537
Inagro,13,42,2022,27,27,07/07/2022,Terminado(PT=125),135,80.42,13.10,25.60,842,5537
Inagro,13,43,2022,25,25,25/06/2022,Campo(C=8),5,81.00,14.90,25.80,817,4431
Inagro,13,43,2022,25,25,25/06/2022,Recepcion(R=30),69,81.00,14.90,25.80,817,4431
Inagro,13,43,2022,25,25,25/06/2022,Terminado(PT=125),150,81.00,14.90,25.80,817,4431
Inagro,13,44,2022,27,27,08/07/2022,Campo(C=8),3,77.25,12.60,27.80,832,5791
Inagro,13,44,2022,27,27,08/07/2022,Recepcion(R=30),64,77.25,12.60,27.80,832,5791
Inagro,13,44,2022,27,27,08/07/2022,Terminado(PT=125),134,77.25,12.60,27.80,832,5791
Inagro,13,(en blanco),2022,27,27,07/07/2022,Campo(C=8),2,80.42,13.10,25.60,842,5537
Inagro,13,(en blanco),2022,27,27,07/07/2022,Recepcion(R=30),34,80.42,13.10,25.60,842,5537
Inagro,14,25,2022,19,19,10/05/2022,Campo(C=8),6,78.92,15.30,26.70,814,3878
Inagro,14,25,2022,19,19,10/05/2022,Recepcion(R=30),38,78.92,15.30,26.70,814,3878
Inagro,14,25,2022,19,19,10/05/2022,Terminado(PT=125),179,78.92,15.30,26.70,814,3878
Inagro,14,26,2022,29,29,18/07/2022,Campo(C=8),5,79.50,14.00,28.20,904,5603
Inagro,14,26,2022,29,29,18/07/2022,Recepcion(R=30),29,79.50,14.00,28.20,904,5603
Inagro,14,26,2022,29,29,18/07/2022,Terminado(PT=125),111,79.50,14.00,28.20,904,5603
Inagro,14,28,2022,29,29,20/07/2022,Campo(C=8),4,80.92,14.60,24.00,868,3978
Inagro,14,28,2022,29,29,20/07/2022,Recepcion(R=30),22,80.92,14.60,24.00,868,3978
Inagro,14,28,2022,29,29,20/07/2022,Terminado(PT=125),145,80.92,14.60,24.00,868,3978
Inagro,14,29,2022,29,29,22/07/2022,Campo(C=8),7,79.83,14.30,25.70,852,5586
Inagro,14,29,2022,29,29,22/07/2022,Recepcion(R=30),28,79.83,14.30,25.70,852,5586
Inagro,14,29,2022,29,29,22/07/2022,Terminado(PT=125),139,79.83,14.30,25.70,852,5586
Inagro,14,30,2022,19,19,09/05/2022,Campo(C=8),5,82.71,15.30,26.90,861,4705
Inagro,14,30,2022,19,19,09/05/2022,Recepcion(R=30),48,82.71,15.30,26.90,861,4705
Inagro,14,30,2022,19,19,09/05/2022,Terminado(PT=125),165,82.71,15.30,26.90,861,4705
Inagro,14,30,2022,24,24,15/06/2022,Campo(C=8),5,76.71,11.90,26.40,824,5802
Inagro,14,30,2022,24,24,15/06/2022,Recepcion(R=30),30,76.71,11.90,26.40,824,5802
Inagro,14,30,2022,24,24,15/06/2022,Terminado(PT=125),147,76.71,11.90,26.40,824,5802
Inagro,14,30,2022,28,28,15/07/2022,Campo(C=8),5,80.67,14.50,22.30,857,3775
Inagro,14,30,2022,28,28,15/07/2022,Recepcion(R=30),46,80.67,14.50,22.30,857,3775
Inagro,14,30,2022,28,28,15/07/2022,Terminado(PT=125),74,80.67,14.50,22.30,857,3775
Inagro,14,30,2022,29,29,19/07/2022,Campo(C=8),4,79.75,14.90,26.90,916,5501
Inagro,14,30,2022,29,29,19/07/2022,Recepcion(R=30),64,79.75,14.90,26.90,916,5501
Inagro,14,30,2022,29,29,19/07/2022,Terminado(PT=125),140,79.75,14.90,26.90,916,5501
Inagro,14,33,2021,27,27,06/07/2021,Campo(C=8),7,81.58,12.30,26.80,862,5868
Inagro,14,33,2021,27,27,06/07/2021,Recepcion(R=30),18,81.58,12.30,26.80,862,5868
Inagro,14,33,2021,27,27,06/07/2021,Terminado(PT=125),102,81.58,12.30,26.80,862,5868
Inagro,14,33,2022,29,29,21/07/2022,Campo(C=8),5,79.75,13.70,23.80,895,4509
Inagro,14,33,2022,29,29,21/07/2022,Recepcion(R=30),23,79.75,13.70,23.80,895,4509
Inagro,14,33,2022,29,29,21/07/2022,Terminado(PT=125),64,79.75,13.70,23.80,895,4509
Inagro,14,35,2021,18,18,03/05/2021,Campo(C=8),6,71.38,19.40,28.70,991,3836
Inagro,14,35,2021,18,18,03/05/2021,Recepcion(R=30),30,71.38,19.40,28.70,991,3836
Inagro,14,35,2021,18,18,03/05/2021,Terminado(PT=125),92,71.38,19.40,28.70,991,3836
Inagro,14,35,2021,18,18,04/05/2021,Campo(C=8),16,74.17,16.50,30.70,901,6385
Inagro,14,35,2021,18,18,04/05/2021,Recepcion(R=30),24,74.17,16.50,30.70,901,6385
Inagro,14,35,2021,18,18,04/05/2021,Terminado(PT=125),142,74.17,16.50,30.70,901,6385
Inagro,14,35,2021,18,18,06/05/2021,Campo(C=8),10,76.67,18.40,28.30,930,3622
Inagro,14,35,2021,18,18,06/05/2021,Recepcion(R=30),18,76.67,18.40,28.30,930,3622
Inagro,14,35,2021,18,18,06/05/2021,Terminado(PT=125),125,76.67,18.40,28.30,930,3622
Inagro,14,35,2021,22,27,05/06/2021,Campo(C=8),9,82.17,17.20,26.80,862,4547
Inagro,14,35,2021,22,27,05/06/2021,Recepcion(R=30),13,82.17,17.20,26.80,862,4547
Inagro,14,35,2021,22,27,05/06/2021,Terminado(PT=125),70,82.17,17.20,26.80,862,4547
Inagro,14,35,2021,27,27,07/07/2021,Campo(C=8),9,81.08,15.60,24.10,642,3027
Inagro,14,35,2021,27,27,07/07/2021,Recepcion(R=30),16,81.08,15.60,24.10,642,3027
Inagro,14,35,2021,27,27,07/07/2021,Terminado(PT=125),89,81.08,15.60,24.10,642,3027
Inagro,14,35,2021,27,27,08/07/2021,Campo(C=8),8,79.29,12.40,27.90,840,5892
Inagro,14,35,2021,27,27,08/07/2021,Recepcion(R=30),25,79.29,12.40,27.90,840,5892
Inagro,14,35,2021,27,27,08/07/2021,Terminado(PT=125),84,79.29,12.40,27.90,840,5892
Inagro,14,36,2021,27,27,09/07/2021,Campo(C=8),9,82.50,15.80,22.40,397,1987
Inagro,14,36,2021,27,27,09/07/2021,Recepcion(R=30),18,82.50,15.80,22.40,397,1987
Inagro,14,36,2021,27,27,09/07/2021,Terminado(PT=125),46,82.50,15.80,22.40,397,1987
Inagro,14,36,2022,23,23,10/06/2022,Campo(C=8),6,80.88,15.94,26.72,817,4860
Inagro,14,36,2022,23,23,10/06/2022,Recepcion(R=30),9,80.88,15.94,26.72,817,4860
Inagro,14,36,2022,23,23,10/06/2022,Terminado(PT=125),101,80.88,15.94,26.72,817,4860
Inagro,14,36,2022,28,28,14/07/2022,Campo(C=8),4,83.29,14.50,22.80,772,3509
Inagro,14,36,2022,28,28,14/07/2022,Recepcion(R=30),98,83.29,14.50,22.80,772,3509
Inagro,14,36,2022,28,28,14/07/2022,Terminado(PT=125),116,83.29,14.50,22.80,772,3509
Inagro,14,37,2021,18,18,05/05/2021,Campo(C=8),10,78.75,17.20,28.70,904,6321
Inagro,14,37,2021,18,18,05/05/2021,Recepcion(R=30),52,78.75,17.20,28.70,904,6321
Inagro,14,37,2021,18,18,05/05/2021,Terminado(PT=125),126,78.75,17.20,28.70,904,6321
Inagro,14,38,2021,26,26,02/07/2021,Campo(C=8),9,84.08,14.90,20.80,285,1698
Inagro,14,38,2021,26,26,02/07/2021,Recepcion(R=30),19,84.08,14.90,20.80,285,1698
Inagro,14,38,2021,26,26,02/07/2021,Terminado(PT=125),117,84.08,14.90,20.80,285,1698
Inagro,14,40,2021,23,23,10/06/2021,Recepcion(R=30),17,89.71,17.40,21.60,244,1328
Inagro,14,40,2021,23,23,10/06/2021,Terminado(PT=125),31,89.71,17.40,21.60,244,1328
Inagro,14,40,2021,26,26,30/06/2021,Campo(C=8),9,81.67,16.60,24.70,575,3121
Inagro,14,40,2021,26,26,30/06/2021,Recepcion(R=30),11,81.67,16.60,24.70,575,3121
Inagro,14,40,2021,26,26,30/06/2021,Terminado(PT=125),72,81.67,16.60,24.70,575,3121
Inagro,14,40,2021,26,26,03/07/2021,Campo(C=8),10,80.92,14.20,25.30,781,4165
Inagro,14,40,2021,26,26,03/07/2021,Recepcion(R=30),15,80.92,14.20,25.30,781,4165
Inagro,14,40,2021,26,26,03/07/2021,Terminado(PT=125),50,80.92,14.20,25.30,781,4165
Inagro,14,41,2022,23,23,11/06/2022,Campo(C=8),6,80.50,15.33,24.94,768,4447
Inagro,14,41,2022,23,23,11/06/2022,Recepcion(R=30),24,80.50,15.33,24.94,768,4447
Inagro,14,41,2022,23,23,11/06/2022,Terminado(PT=125),78,80.50,15.33,24.94,768,4447
Inagro,14,43,2022,24,24,14/06/2022,Campo(C=8),6,76.96,11.60,25.70,819,5750
Inagro,14,43,2022,24,24,14/06/2022,Recepcion(R=30),21,76.96,11.60,25.70,819,5750
Inagro,14,43,2022,24,24,14/06/2022,Terminado(PT=125),92,76.96,11.60,25.70,819,5750
Inagro,14,50,2022,24,24,13/06/2022,Campo(C=8),5,80.75,14.60,23.80,684,3375
Inagro,14,50,2022,24,24,13/06/2022,Recepcion(R=30),20,80.75,14.60,23.80,684,3375
Inagro,14,50,2022,24,24,13/06/2022,Terminado(PT=125),122,80.75,14.60,23.80,684,3375
Inagro,14,(en blanco),2021,26,26,01/07/2021,Campo(C=8),14,82.08,13.90,25.60,879,4878
Inagro,14,(en blanco),2021,26,26,01/07/2021,Recepcion(R=30),23,82.08,13.90,25.60,879,4878
Inagro,15,25,2021,17,17,27/04/2021,Campo(C=8),10,78.17,16.80,28.20,830,5388
Inagro,15,25,2021,17,17,27/04/2021,Recepcion(R=30),30,78.17,16.80,28.20,830,5388
Inagro,15,25,2021,17,17,27/04/2021,Terminado(PT=125),112,78.17,16.80,28.20,830,5388
Inagro,15,26,2022,21,21,23/05/2022,Campo(C=8),5,77.58,14.27,27.22,845,5947
Inagro,15,26,2022,21,21,23/05/2022,Recepcion(R=30),9,77.58,14.27,27.22,845,5947
Inagro,15,26,2022,21,21,23/05/2022,Terminado(PT=125),113,77.58,14.27,27.22,845,5947
Inagro,15,26,2022,21,21,26/05/2022,Campo(C=8),2,80.08,15.55,23.88,468,2759
Inagro,15,26,2022,21,21,26/05/2022,Recepcion(R=30),11,80.08,15.55,23.88,468,2759
Inagro,15,26,2022,21,21,26/05/2022,Terminado(PT=125),113,80.08,15.55,23.88,468,2759
Inagro,15,27,2022,20,20,20/05/2022,Campo(C=8),3,78.88,15.10,26.40,850,5900
Inagro,15,27,2022,20,20,20/05/2022,Recepcion(R=30),15,78.88,15.10,26.40,850,5900
Inagro,15,27,2022,20,20,20/05/2022,Terminado(PT=125),211,78.88,15.10,26.40,850,5900
Inagro,15,28,2022,20,20,21/05/2022,Campo(C=8),3,79.08,13.90,28.40,884,5693
Inagro,15,28,2022,20,20,21/05/2022,Recepcion(R=30),14,79.08,13.90,28.40,884,5693
Inagro,15,28,2022,20,20,21/05/2022,Terminado(PT=125),171,79.08,13.90,28.40,884,5693
Inagro,15,30,2022,21,21,25/05/2022,Campo(C=8),4,79.33,13.44,26.38,839,5594
Inagro,15,30,2022,21,21,25/05/2022,Recepcion(R=30),11,79.33,13.44,26.38,839,5594
Inagro,15,30,2022,21,21,25/05/2022,Terminado(PT=125),148,79.33,13.44,26.38,839,5594
Inagro,15,31,2021,17,17,28/04/2021,Campo(C=8),12,76.63,16.30,31.30,968,6408
Inagro,15,31,2021,17,17,28/04/2021,Recepcion(R=30),13,76.63,16.30,31.30,968,6408
Inagro,15,31,2021,17,17,28/04/2021,Terminado(PT=125),108,76.63,16.30,31.30,968,6408
Inagro,15,32,2022,28,28,11/07/2022,Campo(C=8),5,80.46,14.50,24.80,827,5599
Inagro,15,32,2022,28,28,11/07/2022,Recepcion(R=30),24,80.46,14.50,24.80,827,5599
Inagro,15,32,2022,28,28,11/07/2022,Terminado(PT=125),147,80.46,14.50,24.80,827,5599
Inagro,15,35,2021,25,25,21/06/2021,Campo(C=8),8,80.88,15.40,26.10,846,4817
Inagro,15,35,2021,25,25,21/06/2021,Recepcion(R=30),24,80.88,15.40,26.10,846,4817
Inagro,15,35,2021,25,25,21/06/2021,Terminado(PT=125),121,80.88,15.40,26.10,846,4817
Inagro,15,35,2021,25,25,22/06/2021,Campo(C=8),8,79.08,17.60,27.80,765,3956
Inagro,15,35,2021,25,25,22/06/2021,Recepcion(R=30),18,79.08,17.60,27.80,765,3956
Inagro,15,35,2021,25,25,22/06/2021,Terminado(PT=125),122,79.08,17.60,27.80,765,3956
Inagro,15,35,2021,25,25,23/06/2021,Campo(C=8),9,80.21,15.80,26.70,842,5269
Inagro,15,35,2021,25,25,23/06/2021,Recepcion(R=30),21,80.21,15.80,26.70,842,5269
Inagro,15,35,2021,25,25,23/06/2021,Terminado(PT=125),89,80.21,15.80,26.70,842,5269
Inagro,15,35,2021,25,25,25/06/2021,Campo(C=8),6,81.17,15.10,25.30,776,4179
Inagro,15,35,2021,25,25,25/06/2021,Recepcion(R=30),22,81.17,15.10,25.30,776,4179
Inagro,15,35,2021,25,25,25/06/2021,Terminado(PT=125),99,81.17,15.10,25.30,776,4179
Inagro,15,35,2021,25,25,26/06/2021,Campo(C=8),11,81.17,14.70,26.60,925,4912
Inagro,15,35,2021,25,25,26/06/2021,Recepcion(R=30),17,81.17,14.70,26.60,925,4912
Inagro,15,35,2021,25,25,26/06/2021,Terminado(PT=125),68,81.17,14.70,26.60,925,4912
Inagro,15,35,2022,28,28,12/07/2022,Campo(C=8),4,80.83,12.90,27.20,845,5530
Inagro,15,35,2022,28,28,12/07/2022,Recepcion(R=30),29,80.83,12.90,27.20,845,5530
Inagro,15,35,2022,28,28,12/07/2022,Terminado(PT=125),96,80.83,12.90,27.20,845,5530
Inagro,15,36,2021,26,26,28/06/2021,Campo(C=8),12,77.92,16.90,25.70,482,3575
Inagro,15,36,2021,26,26,28/06/2021,Recepcion(R=30),43,77.92,16.90,25.70,482,3575
Inagro,15,36,2021,26,26,28/06/2021,Terminado(PT=125),67,77.92,16.90,25.70,482,3575
Inagro,15,36,2022,21,21,24/05/2022,Campo(C=8),3,78.17,12.77,26.22,857,6017
Inagro,15,36,2022,21,21,24/05/2022,Recepcion(R=30),15,78.17,12.77,26.22,857,6017
Inagro,15,36,2022,21,21,24/05/2022,Terminado(PT=125),238,78.17,12.77,26.22,857,6017
Inagro,15,36,2022,21,21,27/05/2022,Campo(C=8),4,79.58,14.50,26.05,632,3188
Inagro,15,36,2022,21,21,27/05/2022,Recepcion(R=30),25,79.58,14.50,26.05,632,3188
Inagro,15,36,2022,21,21,27/05/2022,Terminado(PT=125),100,79.58,14.50,26.05,632,3188
Inagro,15,38,2021,24,24,19/06/2021,Campo(C=8),7,77.38,17.00,28.40,899,5633
Inagro,15,38,2021,24,24,19/06/2021,Recepcion(R=30),22,77.38,17.00,28.40,899,5633
Inagro,15,38,2021,24,24,19/06/2021,Terminado(PT=125),113,77.38,17.00,28.40,899,5633
Inagro,15,38,2021,25,25,24/06/2021,Campo(C=8),16,83.00,16.80,21.80,318,1734
Inagro,15,38,2021,25,25,24/06/2021,Recepcion(R=30),19,83.00,16.80,21.80,318,1734
Inagro,15,38,2021,25,25,24/06/2021,Terminado(PT=125),105,83.00,16.80,21.80,318,1734
Inagro,15,38,2021,25,26,27/06/2021,Campo(C=8),9,79.67,15.80,25.90,758,4179
Inagro,15,38,2021,25,26,27/06/2021,Recepcion(R=30),14,79.67,15.80,25.90,758,4179
Inagro,15,38,2021,25,26,27/06/2021,Terminado(PT=125),56,79.67,15.80,25.90,758,4179
Inagro,15,38,2021,26,26,29/06/2021,Campo(C=8),11,79.71,16.80,27.00,942,5531
Inagro,15,38,2021,26,26,29/06/2021,Recepcion(R=30),25,79.71,16.80,27.00,942,5531
Inagro,15,38,2021,26,26,29/06/2021,Terminado(PT=125),60,79.71,16.80,27.00,942,5531
Inagro,15,38,2021,26,26,30/06/2021,Campo(C=8),7,81.67,16.60,24.70,575,3121
Inagro,15,38,2021,26,26,30/06/2021,Recepcion(R=30),17,81.67,16.60,24.70,575,3121
Inagro,15,38,2021,26,26,30/06/2021,Terminado(PT=125),65,81.67,16.60,24.70,575,3121
Inagro,15,38,2022,27,27,06/07/2022,Campo(C=8),3,83.29,15.20,23.90,837,3865
Inagro,15,38,2022,27,27,06/07/2022,Recepcion(R=30),32,83.29,15.20,23.90,837,3865
Inagro,15,38,2022,27,27,06/07/2022,Terminado(PT=125),126,83.29,15.20,23.90,837,3865
Inagro,15,38,2022,27,27,09/07/2022,Campo(C=8),5,80.79,15.60,24.20,624,3338
Inagro,15,38,2022,27,27,09/07/2022,Recepcion(R=30),75,80.79,15.60,24.20,624,3338
Inagro,15,38,2022,27,27,09/07/2022,Terminado(PT=125),175,80.79,15.60,24.20,624,3338
Inagro,15,40,2021,24,24,17/06/2021,Campo(C=8),9,75.58,16.80,25.60,471,2421
Inagro,15,40,2021,24,24,17/06/2021,Recepcion(R=30),17,75.58,16.80,25.60,471,2421
Inagro,15,40,2021,24,24,17/06/2021,Terminado(PT=125),93,75.58,16.80,25.60,471,2421
Inagro,15,40,2021,24,24,18/06/2021,Campo(C=8),12,84.83,15.80,23.10,438,2278
Inagro,15,40,2021,24,24,18/06/2021,Recepcion(R=30),21,84.83,15.80,23.10,438,2278
Inagro,15,40,2021,24,24,18/06/2021,Terminado(PT=125),158,84.83,15.80,23.10,438,2278
